pair,score,n_contribs_in_window,tightest_gap_days,pair_total_usd,n_contribs_total,member,party,state,entity_id,bioguide
"BAE SYSTEMS, INC. -> Jeanne Shaheen",1500.0,1,42.0,19500.0,7,Jeanne Shaheen,Democrat,NH,1304,S001181
CTIA - THE WIRELESS ASSOCIATION -> John Thune,1500.0,1,43.0,12500.0,9,John Thune,Republican,SD,327,T000250
"FIRST SOLAR, INC. -> Marcy Kaptur",1500.0,1,44.0,10000.0,3,Marcy Kaptur,Democrat,OH,1430,K000009
"COINBASE, INC. -> Daniel Meuser",1500.0,1,46.0,1500.0,1,Daniel Meuser,Republican,PA,1894,M001204
AMERICAN PUBLIC POWER ASSOCIATION -> Lisa Murkowski,1500.0,1,49.0,7500.0,5,Lisa Murkowski,Republican,AK,496,M001153
"MERCK & COMPANY, INC. -> Mark R. Warner",1500.0,1,50.0,6000.0,4,Mark R. Warner,Democrat,VA,1232,W000805
PARSONS CORPORATION -> Pete Aguilar,1500.0,1,51.0,12000.0,7,Pete Aguilar,Democrat,CA,2017,A000371
"EMD SERONO, INC. -> Mike Carey",1500.0,1,55.0,1500.0,1,Mike Carey,Republican,OH,1255,C001126
COMCAST CORPORATION -> Bennie G. Thompson,1500.0,1,59.0,12000.0,9,Bennie G. Thompson,Democrat,MS,1874,T000193
LEAGUE OF CONSERVATION VOTERS -> Lauren Underwood,1481.47,1,21.0,7500.0,10,Lauren Underwood,Democrat,IL,508,U000040
WELLS FARGO & COMPANY -> Brittany Pettersen,1300.0,2,15.0,9800.0,6,Brittany Pettersen,Democrat,CO,658,P000620
"ENTERGY SERVICES, LLC -> Roger F. Wicker",1250.0,2,23.0,25750.0,11,Roger F. Wicker,Republican,MS,1231,W000437
CVS HEALTH (AND SUBSIDIARIES) -> Jodey C. Arrington,1250.0,1,29.0,7500.0,4,Jodey C. Arrington,Republican,TX,1230,A000375
LEAGUE OF CONSERVATION VOTERS -> Suzanne Bonamici,1093.53,3,1.0,1098.56,4,Suzanne Bonamici,Democrat,OR,508,B001278
LEAGUE OF CONSERVATION VOTERS -> Kathy Castor,1050.0,2,1.0,8568.53,10,Kathy Castor,Democrat,FL,508,C001066
LEAGUE OF CONSERVATION VOTERS -> Cory A. Booker,1050.0,2,4.0,1100.0,3,Cory A. Booker,Democrat,NJ,508,B001288
LEAGUE OF CONSERVATION VOTERS -> Kristen McDonald Rivet,1050.0,2,12.0,9206.99,12,Kristen McDonald Rivet,Democrat,MI,508,M001237
LEAGUE OF CONSERVATION VOTERS -> Andrea Salinas,1050.0,2,12.0,20860.559999999998,22,Andrea Salinas,Democrat,OR,508,S001226
LEAGUE OF CONSERVATION VOTERS -> Thomas R. Suozzi,1050.0,2,17.0,9621.56,10,Thomas R. Suozzi,Democrat,NY,508,S001201
LEAGUE OF CONSERVATION VOTERS -> Jack Reed,1050.0,2,44.0,1050.0,2,Jack Reed,Democrat,RI,508,R000122
GENERAL MOTORS COMPANY -> Jodey C. Arrington,1000.0,1,0.0,9000.0,5,Jodey C. Arrington,Republican,TX,1208,A000375
LEAGUE OF CONSERVATION VOTERS -> Seth Magaziner,1000.0,1,0.0,11018.53,10,Seth Magaziner,Democrat,RI,508,M001223
AMERICAN ASSOCIATION OF NURSE PRACTITIONERS -> Glenn Grothman,1000.0,1,0.0,3500.0,2,Glenn Grothman,Republican,WI,305,G000576
NATIONAL RETAIL FEDERATION -> Dusty Johnson,1000.0,1,1.0,5000.0,5,Dusty Johnson,Republican,SD,700,J000301
ERICSSON INC. -> Roger F. Wicker,1000.0,1,2.0,2000.0,2,Roger F. Wicker,Republican,MS,1993,W000437
"ELEVANCE HEALTH, INC. (FORMERLY REPORTED AS ANTHEM, INC.) -> Dusty Johnson",1000.0,1,2.0,1000.0,1,Dusty Johnson,Republican,SD,1249,J000301
AMERICAN GAMING ASSOCIATION -> Guy Reschenthaler,1000.0,1,2.0,3000.0,3,Guy Reschenthaler,Republican,PA,723,R000610
MICROSOFT CORPORATION -> Haley M. Stevens,1000.0,1,3.0,4500.0,3,Haley M. Stevens,Democrat,MI,1875,S001215
FRESENIUS MEDICAL CARE NORTH AMERICA (FKA FRESENIUS MEDICAL CARE) -> Martin Heinrich,1000.0,1,3.0,3500.0,2,Martin Heinrich,Democrat,NM,148,H001046
BOEING COMPANY -> Brian Schatz,1000.0,1,5.0,7000.0,4,Brian Schatz,Democrat,HI,1942,S001194
WALMART INC. -> Brittany Pettersen,1000.0,1,5.0,7000.0,6,Brittany Pettersen,Democrat,CO,1881,P000620
"DELL TECHNOLOGIES, INC. -> Blake D. Moore",1000.0,1,5.0,22000.0,7,Blake D. Moore,Republican,UT,1245,M001213
"AMAZON.COM SERVICES, INC. -> Aaron Bean",1000.0,1,5.0,6000.0,6,Aaron Bean,Republican,FL,1225,B001314
GENERAL MOTORS COMPANY -> Tammy Baldwin,1000.0,1,5.0,2500.0,2,Tammy Baldwin,Democrat,WI,1208,B001230
NATIONAL RETAIL FEDERATION -> Tom Emmer,1000.0,1,5.0,8000.0,7,Tom Emmer,Republican,MN,700,E000294
AMERICAN VETERINARY MEDICAL ASSOCIATION -> Claudia Tenney,1000.0,1,5.0,2000.0,2,Claudia Tenney,Republican,NY,411,T000478
EVERYTOWN FOR GUN SAFETY ACTION FUND -> Bradley Scott Schneider,1000.0,1,5.0,2000.0,2,Bradley Scott Schneider,Democrat,IL,79,S001190
"AMAZON.COM SERVICES, INC. -> Andrew R. Garbarino",1000.0,1,6.0,13000.0,7,Andrew R. Garbarino,Republican,NY,1225,G000597
NATIONAL BUSINESS AVIATION ASSOCIATION INC -> Jay Obernolte,1000.0,1,6.0,9500.0,5,Jay Obernolte,Republican,CA,389,O000019
WALMART INC. -> Guy Reschenthaler,1000.0,1,7.0,10000.0,7,Guy Reschenthaler,Republican,PA,1881,R000610
MICROSOFT CORPORATION -> Andrew R. Garbarino,1000.0,1,7.0,28000.0,12,Andrew R. Garbarino,Republican,NY,1875,G000597
"AMERICAN AIRLINES INC (FORMERLY REPORTED AS ""AMERICAN AIRLINES"") -> Adriano Espaillat",1000.0,1,7.0,2000.0,2,Adriano Espaillat,Democrat,NY,1202,E000297
"AMERICAN AIRLINES INC (FORMERLY REPORTED AS ""AMERICAN AIRLINES"") -> Mike Flood",1000.0,1,7.0,1000.0,1,Mike Flood,Republican,NE,1202,F000474
AMERICAN VETERINARY MEDICAL ASSOCIATION -> Ronny Jackson,1000.0,1,7.0,3500.0,3,Ronny Jackson,Republican,TX,411,J000304
AMERICAN CLEAN POWER ASSOCIATION -> Kathy Castor,1000.0,1,8.0,3500.0,3,Kathy Castor,Democrat,FL,331,C001066
CTIA - THE WIRELESS ASSOCIATION -> Mark R. Warner,1000.0,1,8.0,8500.0,7,Mark R. Warner,Democrat,VA,327,W000805
"TRANSPORT WORKERS UNION OF AMERICA, AFL-CIO -> Melanie A. Stansbury",1000.0,1,8.0,8500.0,5,Melanie A. Stansbury,Democrat,NM,61,S001218
"ALASKA AIRLINES, INC. -> Mazie K. Hirono",1000.0,1,9.0,11000.0,3,Mazie K. Hirono,Democrat,HI,1337,H001042
CTIA - THE WIRELESS ASSOCIATION -> Erin Houchin,1000.0,1,10.0,1000.0,1,Erin Houchin,Republican,IN,327,H001093
"ELEVANCE HEALTH, INC. (FORMERLY REPORTED AS ANTHEM, INC.) -> Kim Schrier",1000.0,1,11.0,3500.0,3,Kim Schrier,Democrat,WA,1249,S001216
NATIONAL ELECTRICAL MANUFACTURERS ASSOCIATION -> Russell Fry,1000.0,1,12.0,1000.0,1,Russell Fry,Republican,SC,353,F000478
"TRANSPORT WORKERS UNION OF AMERICA, AFL-CIO -> Henry C. ""Hank"" Johnson, Jr.",1000.0,1,12.0,13000.0,6,"Henry C. ""Hank"" Johnson, Jr.",Democrat,GA,61,J000288
"T-MOBILE USA, INC. -> Tim Kaine",1000.0,1,13.0,7000.0,5,Tim Kaine,Democrat,VA,615,K000384
BOEING COMPANY -> Nancy Mace,1000.0,1,14.0,5000.0,5,Nancy Mace,Republican,SC,1942,M000194
"AMAZON.COM SERVICES, INC. -> Donald Norcross",1000.0,1,14.0,1000.0,1,Donald Norcross,Democrat,NJ,1225,N000188
NATIONAL ELECTRICAL MANUFACTURERS ASSOCIATION -> Chrissy Houlahan,1000.0,1,14.0,1000.0,1,Chrissy Houlahan,Democrat,PA,353,H001085
BOEING COMPANY -> Lisa Murkowski,1000.0,1,15.0,1000.0,1,Lisa Murkowski,Republican,AK,1942,M001153
EXXON MOBIL CORPORATION -> John Joyce,1000.0,1,15.0,2000.0,2,John Joyce,Republican,PA,1285,J000302
WALMART INC. -> Diana Harshbarger,1000.0,1,16.0,8000.0,7,Diana Harshbarger,Republican,TN,1881,H001086
"IDEMIA IDENTITY & SECURITY USA, LLC (FORMERLY IDEMIA CIVIL IDENTITY NA LLC) -> Carlos A. Gimenez",1000.0,1,16.0,1000.0,1,Carlos A. Gimenez,Republican,FL,188,G000593
PACIFIC GAS AND ELECTRIC COMPANY (FORMERLY PG&E CORPORATION) -> Zoe Lofgren,1000.0,1,17.0,6000.0,2,Zoe Lofgren,Democrat,CA,379,L000397
ELI LILLY AND COMPANY -> John Joyce,1000.0,1,18.0,11000.0,6,John Joyce,Republican,PA,622,J000302
SYNCHRONY FINANCIAL -> Christopher Murphy,1000.0,1,19.0,1000.0,1,Christopher Murphy,Democrat,CT,1364,M001169
"BLUE ORIGIN, LLC -> Mike Haridopolos",1000.0,1,19.0,5000.0,2,Mike Haridopolos,Republican,FL,1253,H001099
"AMERICAN AIRLINES INC (FORMERLY REPORTED AS ""AMERICAN AIRLINES"") -> Sharice Davids",1000.0,1,19.0,6000.0,6,Sharice Davids,Democrat,KS,1202,D000629
WALMART INC. -> Sharice Davids,1000.0,1,20.0,10500.0,6,Sharice Davids,Democrat,KS,1881,D000629
ELI LILLY AND COMPANY -> Erin Houchin,1000.0,1,20.0,8000.0,4,Erin Houchin,Republican,IN,622,H001093
LPL FINANCIAL LLC -> Thom Tillis,1000.0,1,21.0,11000.0,4,Thom Tillis,Republican,NC,1698,T000476
"MOLINA HEALTHCARE, INC. -> Veronica Escobar",1000.0,1,21.0,9000.0,7,Veronica Escobar,Democrat,TX,1448,E000299
PARSONS CORPORATION -> Nancy Mace,1000.0,1,22.0,1000.0,1,Nancy Mace,Republican,SC,2017,M000194
"HUNTINGTON INGALLS INDUSTRIES, INC. (FKA HUNTINGTON INGALLS INCORPORATED) -> Angus S. King, Jr.",1000.0,1,22.0,20000.0,12,"Angus S. King, Jr.",Independent,ME,697,K000383
VERIZON COMMUNICATIONS INC. AND VARIOUS SUBSIDIARIES -> Emily Randall,1000.0,1,22.0,1000.0,1,Emily Randall,Democrat,WA,635,R000621
BOEING COMPANY -> Troy E. Nehls,1000.0,1,23.0,3000.0,3,Troy E. Nehls,Republican,TX,1942,N000026
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS -> Roger Williams,1000.0,1,23.0,17500.0,5,Roger Williams,Republican,TX,200,W000816
"BAE SYSTEMS, INC. -> Charles E. Schumer",1000.0,1,26.0,8500.0,4,Charles E. Schumer,Democrat,NY,1304,S000148
WELLS FARGO & COMPANY -> Steven Horsford,1000.0,1,27.0,10200.0,8,Steven Horsford,Democrat,NV,658,H001066
GENERAL MOTORS COMPANY -> Emilia Strong Sykes,1000.0,1,28.0,8000.0,7,Emilia Strong Sykes,Democrat,OH,1208,S001223
AMERICAN GAMING ASSOCIATION -> David G. Valadao,1000.0,1,28.0,1000.0,1,David G. Valadao,Republican,CA,723,V000129
EVERYTOWN FOR GUN SAFETY ACTION FUND -> Robin L. Kelly,1000.0,1,28.0,2000.0,2,Robin L. Kelly,Democrat,IL,79,K000385
"ELEVANCE HEALTH, INC. (FORMERLY REPORTED AS ANTHEM, INC.) -> Debbie Wasserman Schultz",1000.0,1,29.0,5500.0,4,Debbie Wasserman Schultz,Democrat,FL,1249,W000797
"AMAZON.COM SERVICES, INC. -> Julia Brownley",1000.0,1,29.0,1000.0,1,Julia Brownley,Democrat,CA,1225,B001285
GENERAL MOTORS COMPANY -> Greg Stanton,1000.0,1,29.0,13000.0,7,Greg Stanton,Democrat,AZ,1208,S001211
"NATIONAL SHOOTING SPORTS FOUNDATION, INC. -> Jack Bergman",1000.0,1,29.0,7500.0,4,Jack Bergman,Republican,MI,402,B001301
WALMART INC. -> Glenn Ivey,1000.0,1,30.0,4500.0,4,Glenn Ivey,Democrat,MD,1881,I000058
"UNITED STATES STEEL CORPORATION -> Eric A. ""Rick"" Crawford",1000.0,1,30.0,4000.0,3,"Eric A. ""Rick"" Crawford",Republican,AR,636,C001087
"AIRBUS AMERICAS, INC. (FORMERLY KNOWN AS AIRBUS GROUP, INC.) -> Tammy Duckworth",1000.0,1,33.0,3500.0,2,Tammy Duckworth,Democrat,IL,1282,D000622
BLUE CROSS AND BLUE SHIELD ASSOCIATION -> Todd Young,1000.0,1,33.0,13500.0,7,Todd Young,Republican,IN,256,Y000064
"TRANSPORT WORKERS UNION OF AMERICA, AFL-CIO -> Seth Moulton",1000.0,1,33.0,5000.0,4,Seth Moulton,Democrat,MA,61,M001196
CSX CORPORATION -> Terri A. Sewell,1000.0,1,34.0,4500.0,3,Terri A. Sewell,Democrat,AL,1959,S001185
"AMERICAN AIRLINES INC (FORMERLY REPORTED AS ""AMERICAN AIRLINES"") -> Sydney Kamlager-Dove",1000.0,1,34.0,1000.0,1,Sydney Kamlager-Dove,Democrat,CA,1202,K000400
"LIVE NATION ENTERTAINMENT, INC. -> Ted Cruz",1000.0,1,34.0,10500.0,5,Ted Cruz,Republican,TX,646,C001098
BOEING COMPANY -> Sharice Davids,1000.0,1,35.0,9000.0,7,Sharice Davids,Democrat,KS,1942,D000629
SPECIALTY EQUIPMENT MARKET ASSOCIATION -> Pete Ricketts,1000.0,1,35.0,5000.0,4,Pete Ricketts,Republican,NE,487,R000618
"CARGILL, INCORPORATED -> Adrian Smith",1000.0,1,36.0,3500.0,3,Adrian Smith,Republican,NE,1926,S001172
XCEL ENERGY INC -> Mark R. Warner,1000.0,1,36.0,1000.0,1,Mark R. Warner,Democrat,VA,1689,W000805
CVS HEALTH (AND SUBSIDIARIES) -> Margaret Wood Hassan,1000.0,1,36.0,6000.0,3,Margaret Wood Hassan,Democrat,NH,1230,H001076
SAFARI CLUB INTERNATIONAL -> Lauren Boebert,1000.0,1,36.0,1000.0,1,Lauren Boebert,Republican,CO,1172,B000825
"T-MOBILE USA, INC. -> Janice D. Schakowsky",1000.0,1,36.0,4000.0,4,Janice D. Schakowsky,Democrat,IL,615,S001145
LEAGUE OF CONSERVATION VOTERS -> Luz M. Rivas,1000.0,1,36.0,4625.0,5,Luz M. Rivas,Democrat,CA,508,R000620
AMERICAN LAND TITLE ASSOCIATION -> Mark R. Warner,1000.0,1,36.0,22500.0,7,Mark R. Warner,Democrat,VA,388,W000805
BOEING COMPANY -> John Garamendi,1000.0,1,37.0,6000.0,5,John Garamendi,Democrat,CA,1942,G000559
"ALASKA AIRLINES, INC. -> Norma J. Torres",1000.0,1,37.0,2000.0,2,Norma J. Torres,Democrat,CA,1337,T000474
"AMAZON.COM SERVICES, INC. -> J. Luis Correa",1000.0,1,37.0,6500.0,4,J. Luis Correa,Democrat,CA,1225,C001110
SIEMENS CORPORATION -> Lucy McBath,1000.0,1,38.0,3500.0,2,Lucy McBath,Democrat,GA,1952,M001208
WALMART INC. -> David G. Valadao,1000.0,1,38.0,17500.0,11,David G. Valadao,Republican,CA,1881,V000129
"GILEAD SCIENCES, INC. -> Mike Carey",1000.0,1,38.0,1000.0,1,Mike Carey,Republican,OH,1204,C001126
"NATIONAL SHOOTING SPORTS FOUNDATION, INC. -> Ashley Hinson",1000.0,1,38.0,3131.58,5,Ashley Hinson,Republican,IA,402,H001091
"NATIONAL SHOOTING SPORTS FOUNDATION, INC. -> Tracey Mann",1000.0,1,38.0,6000.0,4,Tracey Mann,Republican,KS,402,M000871
BLUE CROSS AND BLUE SHIELD ASSOCIATION -> Jodey C. Arrington,1000.0,1,38.0,5500.0,4,Jodey C. Arrington,Republican,TX,256,A000375
RITE AID CORPORATION -> Janice D. Schakowsky,1000.0,1,39.0,1000.0,1,Janice D. Schakowsky,Democrat,IL,1599,S001145
"FORD MOTOR COMPANY, INC. -> John R. Moolenaar",1000.0,1,39.0,4500.0,3,John R. Moolenaar,Republican,MI,1227,M001194
GENERAL MOTORS COMPANY -> Troy A. Carter,1000.0,1,39.0,8500.0,5,Troy A. Carter,Democrat,LA,1208,C001125
"AMERICAN AIRLINES INC (FORMERLY REPORTED AS ""AMERICAN AIRLINES"") -> Frederica S. Wilson",1000.0,1,39.0,11000.0,8,Frederica S. Wilson,Democrat,FL,1202,W000808
EXELON BUSINESS SERVICES LLC (FORMERLY KNOWN AS CONSTELLATION ENERGY GROUP) -> Mike Crapo,1000.0,1,39.0,5500.0,4,Mike Crapo,Republican,ID,747,C000880
BRISTOL-MYERS SQUIBB COMPANY -> Ruben Gallego,1000.0,1,39.0,3750.0,4,Ruben Gallego,Democrat,AZ,706,G000574
BOEING COMPANY -> Daniel Webster,1000.0,1,40.0,2000.0,2,Daniel Webster,Republican,FL,1942,W000806
"ARDELYX, INC. -> Yvette D. Clarke",1000.0,1,40.0,2500.0,3,Yvette D. Clarke,Democrat,NY,1919,C001067
GENERAL MOTORS COMPANY -> Margaret Wood Hassan,1000.0,1,40.0,4500.0,3,Margaret Wood Hassan,Democrat,NH,1208,H001076
"GILEAD SCIENCES, INC. -> Bill Cassidy",1000.0,1,40.0,14000.0,6,Bill Cassidy,Republican,LA,1204,C001075
"T-MOBILE USA, INC. -> Marsha Blackburn",1000.0,1,40.0,15500.0,6,Marsha Blackburn,Republican,TN,615,B001243
AMERICAN CLEAN POWER ASSOCIATION -> Paul Tonko,1000.0,1,40.0,14000.0,7,Paul Tonko,Democrat,NY,331,T000469
CSX CORPORATION -> Frank J. Mrvan,1000.0,1,41.0,3000.0,3,Frank J. Mrvan,Democrat,IN,1959,M001214
"AMERICAN AIRLINES INC (FORMERLY REPORTED AS ""AMERICAN AIRLINES"") -> Tammy Duckworth",1000.0,1,41.0,1000.0,1,Tammy Duckworth,Democrat,IL,1202,D000622
MASTERCARD WORLDWIDE -> Tim Scott,1000.0,1,42.0,7000.0,3,Tim Scott,Republican,SC,1421,S001184
EXPERIAN NORTH AMERICA -> Chris Van Hollen,1000.0,1,42.0,6000.0,2,Chris Van Hollen,Democrat,MD,798,V000128
NATIONAL MINING ASSOCIATION -> Mike Kennedy,1000.0,2,42.0,1000.0,2,Mike Kennedy,Republican,UT,674,K000403
"NUCLEAR ENERGY INSTITUTE, INC. -> Mark R. Warner",1000.0,1,42.0,3500.0,3,Mark R. Warner,Democrat,VA,667,W000805
NATIONAL ELECTRICAL MANUFACTURERS ASSOCIATION -> Marilyn Strickland,1000.0,1,42.0,1000.0,1,Marilyn Strickland,Democrat,WA,353,S001159
NORFOLK SOUTHERN CORPORATION -> Troy A. Carter,1000.0,1,43.0,11500.0,6,Troy A. Carter,Democrat,LA,1256,C001125
NATIONAL RETAIL FEDERATION -> Zoe Lofgren,1000.0,1,43.0,4000.0,4,Zoe Lofgren,Democrat,CA,700,L000397
SOLAR ENERGY INDUSTRIES ASSOCIATION -> Martin Heinrich,1000.0,1,43.0,16000.0,4,Martin Heinrich,Democrat,NM,363,H001046
MICROSOFT CORPORATION -> Zoe Lofgren,1000.0,1,44.0,11000.0,5,Zoe Lofgren,Democrat,CA,1875,L000397
BOEING COMPANY -> Rosa L. DeLauro,1000.0,1,45.0,49500.0,23,Rosa L. DeLauro,Democrat,CT,1942,D000216
"AMAZON.COM SERVICES, INC. -> James A. Himes",1000.0,1,45.0,9500.0,4,James A. Himes,Democrat,CT,1225,H001047
"NUCLEAR ENERGY INSTITUTE, INC. -> Byron Donalds",1000.0,1,45.0,1000.0,1,Byron Donalds,Republican,FL,667,D000032
AMERICAN EXPLORATION & PRODUCTION COUNCIL -> Jodey C. Arrington,1000.0,1,45.0,7500.0,4,Jodey C. Arrington,Republican,TX,294,A000375
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS -> Katie Boyd Britt,1000.0,1,45.0,33500.0,8,Katie Boyd Britt,Republican,AL,200,B001319
NAREIT -> Jimmy Gomez,1000.0,1,46.0,26000.0,11,Jimmy Gomez,Democrat,CA,1940,G000585
"AMAZON.COM SERVICES, INC. -> Michael T. McCaul",1000.0,1,46.0,4500.0,3,Michael T. McCaul,Republican,TX,1225,M001157
NOVARTIS CORPORATION -> Ruben Gallego,1000.0,1,47.0,5250.0,4,Ruben Gallego,Democrat,AZ,1885,G000574
WALMART INC. -> Jonathan L. Jackson,1000.0,1,47.0,3500.0,3,Jonathan L. Jackson,Democrat,IL,1881,J000309
ALZHEIMER'S ASSOCIATION -> Mike Carey,1000.0,1,47.0,1000.0,1,Mike Carey,Republican,OH,1340,C001126
"AMAZON.COM SERVICES, INC. -> Ted Cruz",1000.0,1,47.0,6250.0,3,Ted Cruz,Republican,TX,1225,C001098
BOEING COMPANY -> Seth Moulton,1000.0,1,48.0,5000.0,5,Seth Moulton,Democrat,MA,1942,M001196
"CHEVRON U.S.A., INC. -> Ashley Hinson",1000.0,1,48.0,13500.0,4,Ashley Hinson,Republican,IA,1385,H001091
GENERAL MOTORS COMPANY -> Sharice Davids,1000.0,1,48.0,16500.0,12,Sharice Davids,Democrat,KS,1208,D000629
EVERYTOWN FOR GUN SAFETY ACTION FUND -> Diana DeGette,1000.0,1,48.0,1000.0,1,Diana DeGette,Democrat,CO,79,D000197
"AMAZON.COM SERVICES, INC. -> Brian Schatz",1000.0,1,49.0,13500.0,6,Brian Schatz,Democrat,HI,1225,S001194
"ALTRIA CLIENT SERVICES, LLC -> Bennie G. Thompson",1000.0,1,49.0,25000.0,10,Bennie G. Thompson,Democrat,MS,613,T000193
LEAGUE OF CONSERVATION VOTERS -> Tammy Baldwin,1000.0,1,49.0,7550.0,7,Tammy Baldwin,Democrat,WI,508,B001230
NORTHROP GRUMMAN CORPORATION -> Ted Lieu,1000.0,1,50.0,31000.0,11,Ted Lieu,Democrat,CA,1372,L000582
COMCAST CORPORATION -> Norma J. Torres,1000.0,1,52.0,6500.0,4,Norma J. Torres,Democrat,CA,1874,T000474
"AMAZON.COM SERVICES, INC. -> Seth Moulton",1000.0,1,52.0,3500.0,2,Seth Moulton,Democrat,MA,1225,M001196
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION -> Veronica Escobar,1000.0,1,52.0,7000.0,4,Veronica Escobar,Democrat,TX,157,E000299
"AMAZON.COM SERVICES, INC. -> Frank Pallone, Jr.",1000.0,1,53.0,15000.0,5,"Frank Pallone, Jr.",Democrat,NJ,1225,P000034
AMERICAN LAND TITLE ASSOCIATION -> Maria Elvira Salazar,1000.0,1,54.0,1000.0,1,Maria Elvira Salazar,Republican,FL,388,S000168
"HUMANA, INC. -> Maria Elvira Salazar",1000.0,1,55.0,5000.0,3,Maria Elvira Salazar,Republican,FL,1920,S000168
"T-MOBILE USA, INC. -> Susie Lee",1000.0,1,55.0,8000.0,5,Susie Lee,Democrat,NV,615,L000590
PACIFIC GAS AND ELECTRIC COMPANY (FORMERLY PG&E CORPORATION) -> Jared Huffman,1000.0,1,55.0,7000.0,7,Jared Huffman,Democrat,CA,379,H001068
AMERICAN VETERINARY MEDICAL ASSOCIATION -> Cindy Hyde-Smith,1000.0,1,56.0,6000.0,3,Cindy Hyde-Smith,Republican,MS,411,H001079
EVERYTOWN FOR GUN SAFETY ACTION FUND -> Madeleine Dean,1000.0,1,56.0,1000.0,1,Madeleine Dean,Democrat,PA,79,D000631
"NATIONAL SHOOTING SPORTS FOUNDATION, INC. -> Ben Cline",1000.0,1,57.0,7000.0,5,Ben Cline,Republican,VA,402,C001118
GENERAL MOTORS COMPANY -> Paul Tonko,1000.0,1,58.0,3000.0,3,Paul Tonko,Democrat,NY,1208,T000469
LEAGUE OF CONSERVATION VOTERS -> Paul Tonko,1000.0,1,58.0,5562.51,8,Paul Tonko,Democrat,NY,508,T000469
"CUMMINS, INC. -> Mike Crapo",1000.0,1,59.0,3000.0,3,Mike Crapo,Republican,ID,2002,C000880
AMERICA'S ESSENTIAL HOSPITALS -> Juan Ciscomani,1000.0,1,59.0,3000.0,3,Juan Ciscomani,Republican,AZ,888,C001133
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION -> Pete Stauber,1000.0,1,59.0,13500.0,5,Pete Stauber,Republican,MN,157,S001212
ERICSSON INC. -> Doris O. Matsui,1000.0,1,60.0,10500.0,7,Doris O. Matsui,Democrat,CA,1993,M001163
LEAGUE OF CONSERVATION VOTERS -> Margaret Wood Hassan,865.65,3,29.0,3474.84,7,Margaret Wood Hassan,Democrat,NH,508,H001076
"THE BUSINESS ROUNDTABLE, INC. -> Shelley Moore Capito",750.0,2,2.0,2250.0,5,Shelley Moore Capito,Republican,WV,638,C001047
"DIAGEO NORTH AMERICA, INC. -> Stacey E. Plaskett",638.0,1,48.0,9058.0,6,Stacey E. Plaskett,Democrat,VI,741,P000610
LEAGUE OF CONSERVATION VOTERS -> Veronica Escobar,593.53,3,27.0,2018.53,5,Veronica Escobar,Democrat,TX,508,E000299
"BLUE ORIGIN, LLC -> Tommy Tuberville",500.0,1,22.0,4000.0,3,Tommy Tuberville,Republican,AL,1253,T000278
"THE BUSINESS ROUNDTABLE, INC. -> Sharice Davids",500.0,1,26.0,500.0,1,Sharice Davids,Democrat,KS,638,D000629
"PFIZER, INC. -> J. Luis Correa",500.0,1,30.0,10000.0,7,J. Luis Correa,Democrat,CA,1879,C001110
"ETSY, INC. -> Janice D. Schakowsky",500.0,1,32.0,500.0,1,Janice D. Schakowsky,Democrat,IL,1985,S001145
MICROSOFT CORPORATION -> Lisa C. McClain,500.0,1,46.0,23000.0,8,Lisa C. McClain,Republican,MI,1875,M001136
"DAVITA, INC. -> Martin Heinrich",500.0,1,49.0,21500.0,8,Martin Heinrich,Democrat,NM,1898,H001046
NATIONAL RETAIL FEDERATION -> Tim Scott,500.0,1,50.0,1500.0,3,Tim Scott,Republican,SC,700,S001184
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION -> Jeanne Shaheen,275.0,1,46.0,2775.0,2,Jeanne Shaheen,Democrat,NH,157,S001181
"AMAZON.COM SERVICES, INC. -> Roger F. Wicker",250.0,1,4.0,15500.0,7,Roger F. Wicker,Republican,MS,1225,W000437
"PAYPAL, INC. -> Mike Flood",250.0,1,13.0,250.0,1,Mike Flood,Republican,NE,1955,F000474
BAYCARE HEALTH SYSTEM -> Kathy Castor,250.0,1,27.0,750.0,2,Kathy Castor,Democrat,FL,1073,C001066
"HYUNDAI MOTOR COMPANY, LTD. -> Earl L. ""Buddy"" Carter",250.0,1,30.0,250.0,1,"Earl L. ""Buddy"" Carter",Republican,GA,1298,C001103
"BECHTEL NATIONAL, INC. -> Dan Newhouse",200.0,4,2.0,15100.0,46,Dan Newhouse,Republican,WA,1696,N000189
SOLAR ENERGY INDUSTRIES ASSOCIATION -> Mike Levin,125.0,1,31.0,9625.0,6,Mike Levin,Democrat,CA,363,L000593
"AMERICAN INTERNATIONAL GROUP, INC. -> Sharice Davids",100.0,1,10.0,100.0,1,Sharice Davids,Democrat,KS,1038,D000629
AMERICAN ACADEMY OF FAMILY PHYSICIANS -> Lauren Underwood,88.24,1,7.0,88.24,1,Lauren Underwood,Democrat,IL,247,U000040
AMERICAN ACADEMY OF FAMILY PHYSICIANS -> Kim Schrier,88.24,1,45.0,88.24,1,Kim Schrier,Democrat,WA,247,S001216
